,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptoms_5
961,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
962,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
963,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
964,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
965,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
966,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
967,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
968,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
969,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
970,Malaria,high_fever, chills, shivering, sweating, nausea
971,Malaria,high_fever, chills, shivering, sweating, nausea
972,Malaria,high_fever, chills, shivering, sweating, nausea
973,Malaria,high_fever, chills, shivering, sweating, nausea
974,Malaria,high_fever, chills, shivering, sweating, nausea
975,Malaria,high_fever, chills, shivering, sweating, nausea
976,Malaria,high_fever, chills, shivering, sweating, nausea
977,Malaria,high_fever, chills, shivering, sweating, nausea
978,Malaria,high_fever, chills, shivering, sweating, nausea
979,Malaria,high_fever, chills, shivering, sweating, nausea
980,Chicken pox,itching, skin_rash, fatigue, lethargy,
981,Chicken pox, skin_rash, fatigue, lethargy, high_fever,
982,Chicken pox,itching, fatigue, lethargy, high_fever,
983,Chicken pox,itching, skin_rash, lethargy, high_fever,
984,Chicken pox,itching, skin_rash, fatigue, high_fever,
985,Chicken pox,itching, skin_rash, fatigue, lethargy,
986,Chicken pox,itching, skin_rash, fatigue, lethargy,
987,Chicken pox,itching, skin_rash, fatigue, lethargy,
988,Chicken pox,itching, skin_rash, fatigue, lethargy,
989,Chicken pox,itching, skin_rash, fatigue, lethargy,
990,Dengue, skin_rash, chills, joint_pain, vomiting,
991,Dengue, skin_rash, chills, joint_pain, vomiting,
992,Dengue, skin_rash, chills, joint_pain, vomiting,
993,Dengue, skin_rash, chills, joint_pain, vomiting,
994,Dengue, chills, joint_pain, vomiting, fatigue,
995,Dengue, skin_rash, joint_pain, vomiting, fatigue,
996,Dengue, skin_rash, chills, vomiting, fatigue,
997,Dengue, skin_rash, chills, joint_pain, fatigue,
998,Dengue, skin_rash, chills, joint_pain, vomiting,
999,Dengue, skin_rash, chills, joint_pain, vomiting,
1000,Typhoid,abdominal_pain, loss_of_appetite, fatigue, high_fever,weakness_in_limbs
1001,Typhoid,abdominal_pain, loss_of_appetite, fatigue, high_fever,weakness_in_limbs
1002,Typhoid,abdominal_pain, loss_of_appetite, fatigue, high_fever,weakness_in_limbs
1003,Typhoid,abdominal_pain, loss_of_appetite, fatigue, high_fever,weakness_in_limbs
1004,Typhoid,abdominal_pain, loss_of_appetite, fatigue, high_fever,weakness_in_limbs
1005,Typhoid,abdominal_pain, loss_of_appetite, fatigue, high_fever,weakness_in_limbs
1006,Typhoid,abdominal_pain, loss_of_appetite, fatigue, high_fever,weakness_in_limbs
1007,Typhoid,abdominal_pain, loss_of_appetite, fatigue, high_fever,weakness_in_limbs
1008,Typhoid,abdominal_pain, loss_of_appetite, fatigue, high_fever,weakness_in_limbs
1009,Typhoid,abdominal_pain, loss_of_appetite, fatigue, high_fever,weakness_in_limbs
1010,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
1011,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
1012,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
1013,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
1014,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
1015,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
1016,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
1017,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
1018,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
1019,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine,
1020,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
1021,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
1022,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
1023,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
1024,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
1025,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
1026,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
1027,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
1028,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
1029,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
1030,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
1031,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
1032,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
1033,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
1034,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
1035,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
1036,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
1037,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
1038,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
1039,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
1040,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
1041,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
1042,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
1043,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
1044,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
1045,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
1046,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
1047,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
1048,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
1049,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
1050,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
1051,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
1052,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
1053,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
1054,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
1055,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
1056,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
1057,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
1058,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
1059,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
1060,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
1061,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
1062,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
1063,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
1064,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
1065,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
1066,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
1067,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
1068,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
1069,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
1070,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
1071,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
1072,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
1073,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
1074,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
1075,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
1076,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
1077,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
1078,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
1079,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
1080,Common Cold,mild_fever, runny_nose, congestion, cough, throat_irritation
1081,Common Cold,mild_fever, runny_nose, congestion, cough, throat_irritation
1082,Common Cold,mild_fever, runny_nose, congestion, cough, throat_irritation
1083,Common Cold,mild_fever, runny_nose, congestion, cough, throat_irritation
1084,Common Cold,mild_fever, runny_nose, congestion, cough, throat_irritation
1085,Common Cold,mild_fever, runny_nose, congestion, cough, throat_irritation
1086,Common Cold,mild_fever, runny_nose, congestion, cough, throat_irritation
1087,Common Cold,mild_fever, runny_nose, congestion, cough, throat_irritation
1088,Common Cold,mild_fever, runny_nose, congestion, cough, throat_irritation
1089,Common Cold,mild_fever, runny_nose, congestion, cough, throat_irritation
1090,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
1091,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
1092,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
1093,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
1094,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
1095,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
1096,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
1097,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
1098,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
1099,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
1100,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
1101,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
1102,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
1103,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
1104,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
1105,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
1106,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
1107,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
1108,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
1109,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
1110,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
1111,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
1112,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
1113,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
1114,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
1115,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
1116,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
1117,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
1118,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
1119,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
1120,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
1121,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
1122,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
1123,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
1124,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
1125,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
1126,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
1127,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
1128,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
1129,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
1130,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
1131,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
1132,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
1133,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
1134,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
1135,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
1136,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
1137,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
1138,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
1139,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
1140,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
1141,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
1142,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
1143,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
1144,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
1145,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
1146,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
1147,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
1148,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
1149,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness,
1150,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
1151,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
1152,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
