Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,
Gallbladder_infection,upper_abdominal_pain,fever,nausea,vomiting,tender_abdomen,
Acute_kidney_injury,decreased_urine_output,swelling_of_legs,fatigue,nausea,confusion,
Nephrotic_syndrome,swelling_of_legs,foamy_urine,fatigue,weight_gain,loss_of_appetite,
Prostate_enlargement,difficulty_urinating,weak_urine_stream,frequent_urination,nocturia,incomplete_bladder_emptying,
Endocarditis,fever,heart_murmur,fatigue,night_sweats,shortness_of_breath,
Pericarditis,sharp_chest_pain,fever,shortness_of_breath,fatigue,rapid_heartbeat,
Deep_vein_thrombosis,leg_swelling,leg_pain,redness_of_leg,warm_skin,visible_veins,
Pulmonary_embolism,sudden_shortness_of_breath,chest_pain,rapid_heartbeat,cough,blood_in_sputum,
Encephalitis,fever,confusion,seizures,headache,stiff_neck,
Multiple_sclerosis,vision_problems,muscle_weakness,loss_of_balance,numbness,fatigue,
Guillain-Barre_syndrome,ascending_weakness,tingling_sensation,loss_of_reflexes,difficulty_breathing,facial_weakness,
Systemic_lupus_erythematosus,joint_pain,skin_rash,fatigue,fever,photosensitivity,
Ankylosing_spondylitis,lower_back_pain,stiffness,morning_stiffness,fatigue,reduced_spine_mobility,
Gout,severe_joint_pain,redness_of_joint,swelling_of_joint,warm_joint,tenderness,
Thalassemia,pale_skin,fatigue,shortness_of_breath,delayed_growth,enlarged_spleen,
Sickle_cell_disease,bone_pain,fatigue,jaundice,swelling_of_hands_and_feet,frequent_infections,
Celiac_disease,diarrhea,bloating,weight_loss,fatigue,abdominal_pain,
Food_poisoning,diarrhea,vomiting,abdominal_cramps,fever,nausea,
Heatstroke,high_body_temperature,confusion,rapid_heartbeat,hot_dry_skin,headache,
Hypothermia,low_body_temperature,shivering,confusion,slow_heartbeat,drowsiness,
Erectile_dysfunction,difficulty_maintaining_erection,reduced_sexual_desire,anxiety,low_confidence,relationship_stress,
Polycystic_ovary_syndrome,irregular_periods,weight_gain,acne,excess_hair_growth,infertility,
Endometriosis,pelvic_pain,painful_periods,pain_during_intercourse,heavy_menstrual_bleeding,fatigue,
Lymphoma,swollen_lymph_nodes,fever,night_sweats,weight_loss,fatigue,
Osteoarthritis,joint_pain,stiffness,swelling,limited_movement,tenderness,
Rheumatoid arthritis,joint_pain,swelling,morning_stiffness,fatigue,fever,
Osteoporosis,back_pain,loss_of_height,fractures,stooped_posture,bone_pain,
Migraine,severe_headache,nausea,light_sensitivity,blurred_vision,vomiting,
Epilepsy,seizures,loss_of_consciousness,confusion,staring_spells,jerking_movements,
Parkinson disease,tremor,slow_movement,rigid_muscles,impaired_balance,soft_speech,
Alzheimer disease,memory_loss,confusion,personality_changes,difficulty_speaking,disorientation,
Depression,persistent_sadness,loss_of_interest,fatigue,sleep_disturbance,poor_concentration,
Anxiety disorder,excessive_worry,restlessness,rapid_heartbeat,sweating,dizziness,
Schizophrenia,hallucinations,delusions,disorganized_speech,social_withdrawal,flat_affect,
Eczema,itching,red_skin,dry_skin,skin_rash,skin_cracks,
Psoriasis,skin_rash,scaly_skin,itching,red_patches,thickened_nails,
Acne,pimples,blackheads,whiteheads,skin_inflammation,tender_skin,
Impetigo,red_sores,blisters,yellow_crust,itching,skin_rash,
Urinary tract infection,burning_urination,frequent_urination,pelvic_pain,cloudy_urine,fever,
Kidney stones,severe_back_pain,blood_in_urine,nausea,vomiting,frequent_urination,
Chronic kidney disease,swelling_of_legs,fatigue,nausea,decreased_urine_output,shortness_of_breath,
Cataract,blurred_vision,faded_colors,night_vision_problem,glare_sensitivity,double_vision,
Glaucoma,eye_pain,blurred_vision,headache,nausea,loss_of_vision,
Otitis media,ear_pain,fever,hearing_loss,fluid_discharge,irritability,
Sinusitis,facial_pain,blocked_nose,headache,runny_nose,fever,
Vertigo,dizziness,loss_of_balance,nausea,vomiting,spinning_sensation,
Varicose veins,swollen_legs,visible_veins,leg_pain,cramps,itching,
Obesity,weight_gain,fatigue,shortness_of_breath,joint_pain,excessive_sweating,
Cervical spondylosis,neck_pain,stiffness,headache,arm_numbness,limited_movement,
Bell palsy,facial_paralysis,drooping_face,difficulty_speaking,headache,loss_of_taste,
Conjunctivitis,red_eyes,itching,tearing,eye_discharge,light_sensitivity,
Tuberculosis meningitis,fever,headache,stiff_neck,confusion,vomiting,
Sepsis,high_fever,rapid_heartbeat,rapid_breathing,confusion,low_blood_pressure,
Tonsillitis,sore_throat,fever,difficulty_swallowing,swollen_tonsils,bad_breath,
Laryngitis,hoarseness,sore_throat,dry_cough,loss_of_voice,fever,
Cirrhosis,jaundice,abdominal_swelling,fatigue,loss_of_appetite,confusion,
Chronic_cholestasis,jaundice,severe_itching,dark_urine,pale_stools,fatigue,
Gallbladder_infection,upper_abdominal_pain,fever,nausea,vomiting,tender_abdomen,
Acute_kidney_injury,decreased_urine_output,swelling_of_legs,fatigue,nausea,confusion,
Nephrotic_syndrome,swelling_of_legs,foamy_urine,fatigue,weight_gain,loss_of_appetite,
Prostate_enlargement,difficulty_urinating,weak_urine_stream,frequent_urination,nocturia,incomplete_bladder_emptying,
Endocarditis,fever,heart_murmur,fatigue,night_sweats,shortness_of_breath,
Pericarditis,sharp_chest_pain,fever,shortness_of_breath,fatigue,rapid_heartbeat,
Deep_vein_thrombosis,leg_swelling,leg_pain,redness_of_leg,warm_skin,visible_veins,
Pulmonary_embolism,sudden_shortness_of_breath,chest_pain,rapid_heartbeat,cough,blood_in_sputum,
Encephalitis,fever,confusion,seizures,headache,stiff_neck,
Multiple_sclerosis,vision_problems,muscle_weakness,loss_of_balance,numbness,fatigue,
Guillain-Barre_syndrome,ascending_weakness,tingling_sensation,loss_of_reflexes,difficulty_breathing,facial_weakness,
Systemic_lupus_erythematosus,joint_pain,skin_rash,fatigue,fever,photosensitivity,
Ankylosing_spondylitis,lower_back_pain,stiffness,morning_stiffness,fatigue,reduced_spine_mobility,
Gout,severe_joint_pain,redness_of_joint,swelling_of_joint,warm_joint,tenderness,
Thalassemia,pale_skin,fatigue,shortness_of_breath,delayed_growth,enlarged_spleen,
Sickle_cell_disease,bone_pain,fatigue,jaundice,swelling_of_hands_and_feet,frequent_infections,
Celiac_disease,diarrhea,bloating,weight_loss,fatigue,abdominal_pain,
Food_poisoning,diarrhea,vomiting,abdominal_cramps,fever,nausea,
Heatstroke,high_body_temperature,confusion,rapid_heartbeat,hot_dry_skin,headache,
Hypothermia,low_body_temperature,shivering,confusion,slow_heartbeat,drowsiness,
Erectile_dysfunction,difficulty_maintaining_erection,reduced_sexual_desire,anxiety,low_confidence,relationship_stress,
Polycystic_ovary_syndrome,irregular_periods,weight_gain,acne,excess_hair_growth,infertility,
Endometriosis,pelvic_pain,painful_periods,pain_during_intercourse,heavy_menstrual_bleeding,fatigue,
Lymphoma,swollen_lymph_nodes,fever,night_sweats,weight_loss,fatigue,
Osteoarthritis,joint_pain,stiffness,swelling,limited_movement,tenderness,
Rheumatoid arthritis,joint_pain,swelling,morning_stiffness,fatigue,fever,
Osteoporosis,back_pain,loss_of_height,fractures,stooped_posture,bone_pain,
Migraine,severe_headache,nausea,light_sensitivity,blurred_vision,vomiting,
Epilepsy,seizures,loss_of_consciousness,confusion,staring_spells,jerking_movements,
Parkinson disease,tremor,slow_movement,rigid_muscles,impaired_balance,soft_speech,
Alzheimer disease,memory_loss,confusion,personality_changes,difficulty_speaking,disorientation,
Depression,persistent_sadness,loss_of_interest,fatigue,sleep_disturbance,poor_concentration,
Anxiety disorder,excessive_worry,restlessness,rapid_heartbeat,sweating,dizziness,
Schizophrenia,hallucinations,delusions,disorganized_speech,social_withdrawal,flat_affect,
Eczema,itching,red_skin,dry_skin,skin_rash,skin_cracks,
Psoriasis,skin_rash,scaly_skin,itching,red_patches,thickened_nails,
Acne,pimples,blackheads,whiteheads,skin_inflammation,tender_skin,
Impetigo,red_sores,blisters,yellow_crust,itching,skin_rash,
Urinary tract infection,burning_urination,frequent_urination,pelvic_pain,cloudy_urine,fever,
Kidney stones,severe_back_pain,blood_in_urine,nausea,vomiting,frequent_urination,
Chronic kidney disease,swelling_of_legs,fatigue,nausea,decreased_urine_output,shortness_of_breath,
Cataract,blurred_vision,faded_colors,night_vision_problem,glare_sensitivity,double_vision,
Glaucoma,eye_pain,blurred_vision,headache,nausea,loss_of_vision,
Otitis media,ear_pain,fever,hearing_loss,fluid_discharge,irritability,
Sinusitis,facial_pain,blocked_nose,headache,runny_nose,fever,
Vertigo,dizziness,loss_of_balance,nausea,vomiting,spinning_sensation,
Varicose veins,swollen_legs,visible_veins,leg_pain,cramps,itching,
Obesity,weight_gain,fatigue,shortness_of_breath,joint_pain,excessive_sweating,
Cervical spondylosis,neck_pain,stiffness,headache,arm_numbness,limited_movement,
Bell palsy,facial_paralysis,drooping_face,difficulty_speaking,headache,loss_of_taste,
Conjunctivitis,red_eyes,itching,tearing,eye_discharge,light_sensitivity,
Tuberculosis meningitis,fever,headache,stiff_neck,confusion,vomiting,
Sepsis,high_fever,rapid_heartbeat,rapid_breathing,confusion,low_blood_pressure,
Tonsillitis,sore_throat,fever,difficulty_swallowing,swollen_tonsils,bad_breath,
Laryngitis,hoarseness,sore_throat,dry_cough,loss_of_voice,fever,
Cirrhosis,jaundice,abdominal_swelling,fatigue,loss_of_appetite,confusion,
Chronic_cholestasis,jaundice,severe_itching,dark_urine,pale_stools,fatigue,
Gallbladder_infection,upper_abdominal_pain,fever,nausea,vomiting,tender_abdomen,
Acute_kidney_injury,decreased_urine_output,swelling_of_legs,fatigue,nausea,confusion,
Nephrotic_syndrome,swelling_of_legs,foamy_urine,fatigue,weight_gain,loss_of_appetite,
Prostate_enlargement,difficulty_urinating,weak_urine_stream,frequent_urination,nocturia,incomplete_bladder_emptying,
Endocarditis,fever,heart_murmur,fatigue,night_sweats,shortness_of_breath,
Pericarditis,sharp_chest_pain,fever,shortness_of_breath,fatigue,rapid_heartbeat,
Deep_vein_thrombosis,leg_swelling,leg_pain,redness_of_leg,warm_skin,visible_veins,
Pulmonary_embolism,sudden_shortness_of_breath,chest_pain,rapid_heartbeat,cough,blood_in_sputum,
Encephalitis,fever,confusion,seizures,headache,stiff_neck,
Multiple_sclerosis,vision_problems,muscle_weakness,loss_of_balance,numbness,fatigue,
Guillain-Barre_syndrome,ascending_weakness,tingling_sensation,loss_of_reflexes,difficulty_breathing,facial_weakness,
Systemic_lupus_erythematosus,joint_pain,skin_rash,fatigue,fever,photosensitivity,
Ankylosing_spondylitis,lower_back_pain,stiffness,morning_stiffness,fatigue,reduced_spine_mobility,
Gout,severe_joint_pain,redness_of_joint,swelling_of_joint,warm_joint,tenderness,
Thalassemia,pale_skin,fatigue,shortness_of_breath,delayed_growth,enlarged_spleen,
Sickle_cell_disease,bone_pain,fatigue,jaundice,swelling_of_hands_and_feet,frequent_infections,
Celiac_disease,diarrhea,bloating,weight_loss,fatigue,abdominal_pain,
Food_poisoning,diarrhea,vomiting,abdominal_cramps,fever,nausea,
Heatstroke,high_body_temperature,confusion,rapid_heartbeat,hot_dry_skin,headache,
Hypothermia,low_body_temperature,shivering,confusion,slow_heartbeat,drowsiness,
Erectile_dysfunction,difficulty_maintaining_erection,reduced_sexual_desire,anxiety,low_confidence,relationship_stress,
Polycystic_ovary_syndrome,irregular_periods,weight_gain,acne,excess_hair_growth,infertility,
Endometriosis,pelvic_pain,painful_periods,pain_during_intercourse,heavy_menstrual_bleeding,fatigue,
Lymphoma,swollen_lymph_nodes,fever,night_sweats,weight_loss,fatigue,
Osteoarthritis,joint_pain,stiffness,swelling,limited_movement,tenderness,
Rheumatoid arthritis,joint_pain,swelling,morning_stiffness,fatigue,fever,
Osteoporosis,back_pain,loss_of_height,fractures,stooped_posture,bone_pain,
Migraine,severe_headache,nausea,light_sensitivity,blurred_vision,vomiting,
Epilepsy,seizures,loss_of_consciousness,confusion,staring_spells,jerking_movements,
Parkinson disease,tremor,slow_movement,rigid_muscles,impaired_balance,soft_speech,
Alzheimer disease,memory_loss,confusion,personality_changes,difficulty_speaking,disorientation,
Depression,persistent_sadness,loss_of_interest,fatigue,sleep_disturbance,poor_concentration,
Anxiety disorder,excessive_worry,restlessness,rapid_heartbeat,sweating,dizziness,
Schizophrenia,hallucinations,delusions,disorganized_speech,social_withdrawal,flat_affect,
Eczema,itching,red_skin,dry_skin,skin_rash,skin_cracks,
Psoriasis,skin_rash,scaly_skin,itching,red_patches,thickened_nails,
Acne,pimples,blackheads,whiteheads,skin_inflammation,tender_skin,
Impetigo,red_sores,blisters,yellow_crust,itching,skin_rash,
Urinary tract infection,burning_urination,frequent_urination,pelvic_pain,cloudy_urine,fever,
Kidney stones,severe_back_pain,blood_in_urine,nausea,vomiting,frequent_urination,
Chronic kidney disease,swelling_of_legs,fatigue,nausea,decreased_urine_output,shortness_of_breath,
Cataract,blurred_vision,faded_colors,night_vision_problem,glare_sensitivity,double_vision,
Glaucoma,eye_pain,blurred_vision,headache,nausea,loss_of_vision,
Otitis media,ear_pain,fever,hearing_loss,fluid_discharge,irritability,
Sinusitis,facial_pain,blocked_nose,headache,runny_nose,fever,
Vertigo,dizziness,loss_of_balance,nausea,vomiting,spinning_sensation,
Varicose veins,swollen_legs,visible_veins,leg_pain,cramps,itching,
Obesity,weight_gain,fatigue,shortness_of_breath,joint_pain,excessive_sweating,
Cervical spondylosis,neck_pain,stiffness,headache,arm_numbness,limited_movement,
Bell palsy,facial_paralysis,drooping_face,difficulty_speaking,headache,loss_of_taste,
Conjunctivitis,red_eyes,itching,tearing,eye_discharge,light_sensitivity,
Tuberculosis meningitis,fever,headache,stiff_neck,confusion,vomiting,
Sepsis,high_fever,rapid_heartbeat,rapid_breathing,confusion,low_blood_pressure,
Tonsillitis,sore_throat,fever,difficulty_swallowing,swollen_tonsils,bad_breath,
Laryngitis,hoarseness,sore_throat,dry_cough,loss_of_voice,fever,
Cirrhosis,jaundice,abdominal_swelling,fatigue,loss_of_appetite,confusion,
Chronic_cholestasis,jaundice,severe_itching,dark_urine,pale_stools,fatigue,
Gallbladder_infection,upper_abdominal_pain,fever,nausea,vomiting,tender_abdomen,
Acute_kidney_injury,decreased_urine_output,swelling_of_legs,fatigue,nausea,confusion,
Nephrotic_syndrome,swelling_of_legs,foamy_urine,fatigue,weight_gain,loss_of_appetite,
Prostate_enlargement,difficulty_urinating,weak_urine_stream,frequent_urination,nocturia,incomplete_bladder_emptying,
Endocarditis,fever,heart_murmur,fatigue,night_sweats,shortness_of_breath,
Pericarditis,sharp_chest_pain,fever,shortness_of_breath,fatigue,rapid_heartbeat,
Deep_vein_thrombosis,leg_swelling,leg_pain,redness_of_leg,warm_skin,visible_veins,
Pulmonary_embolism,sudden_shortness_of_breath,chest_pain,rapid_heartbeat,cough,blood_in_sputum,
Encephalitis,fever,confusion,seizures,headache,stiff_neck,
Multiple_sclerosis,vision_problems,muscle_weakness,loss_of_balance,numbness,fatigue,
Guillain-Barre_syndrome,ascending_weakness,tingling_sensation,loss_of_reflexes,difficulty_breathing,facial_weakness,
Systemic_lupus_erythematosus,joint_pain,skin_rash,fatigue,fever,photosensitivity,
Ankylosing_spondylitis,lower_back_pain,stiffness,morning_stiffness,fatigue,reduced_spine_mobility,
Gout,severe_joint_pain,redness_of_joint,swelling_of_joint,warm_joint,tenderness,
Thalassemia,pale_skin,fatigue,shortness_of_breath,delayed_growth,enlarged_spleen,
Sickle_cell_disease,bone_pain,fatigue,jaundice,swelling_of_hands_and_feet,frequent_infections,
Celiac_disease,diarrhea,bloating,weight_loss,fatigue,abdominal_pain,
Food_poisoning,diarrhea,vomiting,abdominal_cramps,fever,nausea,
Heatstroke,high_body_temperature,confusion,rapid_heartbeat,hot_dry_skin,headache,
Hypothermia,low_body_temperature,shivering,confusion,slow_heartbeat,drowsiness,
Erectile_dysfunction,difficulty_maintaining_erection,reduced_sexual_desire,anxiety,low_confidence,relationship_stress,
Polycystic_ovary_syndrome,irregular_periods,weight_gain,acne,excess_hair_growth,infertility,
Endometriosis,pelvic_pain,painful_periods,pain_during_intercourse,heavy_menstrual_bleeding,fatigue,
Lymphoma,swollen_lymph_nodes,fever,night_sweats,weight_loss,fatigue,
Osteoarthritis,joint_pain,stiffness,swelling,limited_movement,tenderness,
Rheumatoid arthritis,joint_pain,swelling,morning_stiffness,fatigue,fever,
Osteoporosis,back_pain,loss_of_height,fractures,stooped_posture,bone_pain,
Migraine,severe_headache,nausea,light_sensitivity,blurred_vision,vomiting,
Epilepsy,seizures,loss_of_consciousness,confusion,staring_spells,jerking_movements,
Parkinson disease,tremor,slow_movement,rigid_muscles,impaired_balance,soft_speech,
Alzheimer disease,memory_loss,confusion,personality_changes,difficulty_speaking,disorientation,
Depression,persistent_sadness,loss_of_interest,fatigue,sleep_disturbance,poor_concentration,
Anxiety disorder,excessive_worry,restlessness,rapid_heartbeat,sweating,dizziness,
Schizophrenia,hallucinations,delusions,disorganized_speech,social_withdrawal,flat_affect,
Eczema,itching,red_skin,dry_skin,skin_rash,skin_cracks,
Psoriasis,skin_rash,scaly_skin,itching,red_patches,thickened_nails,
Acne,pimples,blackheads,whiteheads,skin_inflammation,tender_skin,
Impetigo,red_sores,blisters,yellow_crust,itching,skin_rash,
Urinary tract infection,burning_urination,frequent_urination,pelvic_pain,cloudy_urine,fever,
Kidney stones,severe_back_pain,blood_in_urine,nausea,vomiting,frequent_urination,
Chronic kidney disease,swelling_of_legs,fatigue,nausea,decreased_urine_output,shortness_of_breath,
Cataract,blurred_vision,faded_colors,night_vision_problem,glare_sensitivity,double_vision,
Glaucoma,eye_pain,blurred_vision,headache,nausea,loss_of_vision,
Otitis media,ear_pain,fever,hearing_loss,fluid_discharge,irritability,
